,REF_DATE,GEO,DGUID,National Occupational Classification,Job vacancy characteristics,Statistics,VALUE,STATUS
3103049,2015-07,British Columbia,2016A000259,Management occupations [0],Full-time,Job vacancies,4040.0,B
3103052,2015-07,British Columbia,2016A000259,Management occupations [0],Part-time,Job vacancies,300.0,D
3111545,2015-07,British Columbia,2016A000259,"Business, finance and administration occupations [1]",Full-time,Job vacancies,4755.0,B
3111548,2015-07,British Columbia,2016A000259,"Business, finance and administration occupations [1]",Part-time,Job vacancies,1580.0,C
3120159,2015-07,British Columbia,2016A000259,Natural and applied sciences and related occupations [2],Full-time,Job vacancies,4015.0,C
3129599,2015-07,British Columbia,2016A000259,Health occupations [3],Full-time,Job vacancies,1290.0,D
3129602,2015-07,British Columbia,2016A000259,Health occupations [3],Part-time,Job vacancies,2055.0,C
3135499,2015-07,British Columbia,2016A000259,"Occupations in education, law and social, community and government services [4]",Full-time,Job vacancies,1355.0,C
3135502,2015-07,British Columbia,2016A000259,"Occupations in education, law and social, community and government services [4]",Part-time,Job vacancies,1725.0,C
3141871,2015-07,British Columbia,2016A000259,"Occupations in art, culture, recreation and sport [5]",Full-time,Job vacancies,695.0,C
3141874,2015-07,British Columbia,2016A000259,"Occupations in art, culture, recreation and sport [5]",Part-time,Job vacancies,445.0,D
3147063,2015-07,British Columbia,2016A000259,Sales and service occupations [6],Full-time,Job vacancies,14695.0,B
3147066,2015-07,British Columbia,2016A000259,Sales and service occupations [6],Part-time,Job vacancies,16635.0,B
3156739,2015-07,British Columbia,2016A000259,"Trades, transport and equipment operators and related occupations [7]",Full-time,Job vacancies,10055.0,B
3169365,2015-07,British Columbia,2016A000259,"Natural resources, agriculture and related production occupations [8]",Full-time,Job vacancies,2745.0,D
3173967,2015-07,British Columbia,2016A000259,Occupations in manufacturing and utilities [9],Full-time,Job vacancies,1645.0,C
3193201,2015-07,Yukon,2016A000260,"Business, finance and administration occupations [1]",Full-time,Job vacancies,30.0,D
3211258,2015-07,Yukon,2016A000260,Health occupations [3],Part-time,Job vacancies,5.0,A
3217155,2015-07,Yukon,2016A000260,"Occupations in education, law and social, community and government services [4]",Full-time,Job vacancies,20.0,D
3228722,2015-07,Yukon,2016A000260,Sales and service occupations [6],Part-time,Job vacancies,155.0,D
3298811,2015-07,Northwest Territories,2016A000261,"Occupations in education, law and social, community and government services [4]",Full-time,Job vacancies,30.0,D
3320051,2015-07,Northwest Territories,2016A000261,"Trades, transport and equipment operators and related occupations [7]",Full-time,Job vacancies,70.0,D
3348017,2015-07,Nunavut,2016A000262,Management occupations [0],Full-time,Job vacancies,95.0,D
3356513,2015-07,Nunavut,2016A000262,"Business, finance and administration occupations [1]",Full-time,Job vacancies,45.0,D
3392031,2015-07,Nunavut,2016A000262,Sales and service occupations [6],Full-time,Job vacancies,65.0,D
3401707,2015-07,Nunavut,2016A000262,"Trades, transport and equipment operators and related occupations [7]",Full-time,Job vacancies,40.0,D
3511329,2015-10,Newfoundland and Labrador,2016A000210,Management occupations [0],Full-time,Job vacancies,255.0,D
3519825,2015-10,Newfoundland and Labrador,2016A000210,"Business, finance and administration occupations [1]",Full-time,Job vacancies,175.0,D
3528439,2015-10,Newfoundland and Labrador,2016A000210,Natural and applied sciences and related occupations [2],Full-time,Job vacancies,115.0,D
3537879,2015-10,Newfoundland and Labrador,2016A000210,Health occupations [3],Full-time,Job vacancies,345.0,D
3537882,2015-10,Newfoundland and Labrador,2016A000210,Health occupations [3],Part-time,Job vacancies,410.0,B
3543779,2015-10,Newfoundland and Labrador,2016A000210,"Occupations in education, law and social, community and government services [4]",Full-time,Job vacancies,215.0,D
3550154,2015-10,Newfoundland and Labrador,2016A000210,"Occupations in art, culture, recreation and sport [5]",Part-time,Job vacancies,15.0,C
3555343,2015-10,Newfoundland and Labrador,2016A000210,Sales and service occupations [6],Full-time,Job vacancies,765.0,C
3555346,2015-10,Newfoundland and Labrador,2016A000210,Sales and service occupations [6],Part-time,Job vacancies,1265.0,C
3565019,2015-10,Newfoundland and Labrador,2016A000210,"Trades, transport and equipment operators and related occupations [7]",Full-time,Job vacancies,430.0,D
3636999,2015-10,Prince Edward Island,2016A000211,Sales and service occupations [6],Full-time,Job vacancies,300.0,D
3637002,2015-10,Prince Edward Island,2016A000211,Sales and service occupations [6],Part-time,Job vacancies,400.0,D
3663903,2015-10,Prince Edward Island,2016A000211,Occupations in manufacturing and utilities [9],Full-time,Job vacancies,160.0,D
3674641,2015-10,Nova Scotia,2016A000212,Management occupations [0],Full-time,Job vacancies,335.0,C
3674644,2015-10,Nova Scotia,2016A000212,Management occupations [0],Part-time,Job vacancies,25.0,C
3683137,2015-10,Nova Scotia,2016A000212,"Business, finance and administration occupations [1]",Full-time,Job vacancies,660.0,C
3691751,2015-10,Nova Scotia,2016A000212,Natural and applied sciences and related occupations [2],Full-time,Job vacancies,330.0,D
3701191,2015-10,Nova Scotia,2016A000212,Health occupations [3],Full-time,Job vacancies,370.0,D
3701194,2015-10,Nova Scotia,2016A000212,Health occupations [3],Part-time,Job vacancies,490.0,B
3707091,2015-10,Nova Scotia,2016A000212,"Occupations in education, law and social, community and government services [4]",Full-time,Job vacancies,430.0,D
3707094,2015-10,Nova Scotia,2016A000212,"Occupations in education, law and social, community and government services [4]",Part-time,Job vacancies,145.0,D
3713466,2015-10,Nova Scotia,2016A000212,"Occupations in art, culture, recreation and sport [5]",Part-time,Job vacancies,15.0,B
3718655,2015-10,Nova Scotia,2016A000212,Sales and service occupations [6],Full-time,Job vacancies,1735.0,B
3718658,2015-10,Nova Scotia,2016A000212,Sales and service occupations [6],Part-time,Job vacancies,1825.0,B
3728331,2015-10,Nova Scotia,2016A000212,"Trades, transport and equipment operators and related occupations [7]",Full-time,Job vacancies,840.0,C
3745559,2015-10,Nova Scotia,2016A000212,Occupations in manufacturing and utilities [9],Full-time,Job vacancies,215.0,D
3745562,2015-10,Nova Scotia,2016A000212,Occupations in manufacturing and utilities [9],Part-time,Job vacancies,70.0,D
3756297,2015-10,New Brunswick,2016A000213,Management occupations [0],Full-time,Job vacancies,265.0,D
3756300,2015-10,New Brunswick,2016A000213,Management occupations [0],Part-time,Job vacancies,20.0,D
3764793,2015-10,New Brunswick,2016A000213,"Business, finance and administration occupations [1]",Full-time,Job vacancies,360.0,D
3773407,2015-10,New Brunswick,2016A000213,Natural and applied sciences and related occupations [2],Full-time,Job vacancies,165.0,D
3782850,2015-10,New Brunswick,2016A000213,Health occupations [3],Part-time,Job vacancies,270.0,D
3788750,2015-10,New Brunswick,2016A000213,"Occupations in education, law and social, community and government services [4]",Part-time,Job vacancies,155.0,D
3800311,2015-10,New Brunswick,2016A000213,Sales and service occupations [6],Full-time,Job vacancies,900.0,C
3800314,2015-10,New Brunswick,2016A000213,Sales and service occupations [6],Part-time,Job vacancies,1480.0,D
3809987,2015-10,New Brunswick,2016A000213,"Trades, transport and equipment operators and related occupations [7]",Full-time,Job vacancies,735.0,C
3827215,2015-10,New Brunswick,2016A000213,Occupations in manufacturing and utilities [9],Full-time,Job vacancies,1370.0,B
3837953,2015-10,Quebec,2016A000224,Management occupations [0],Full-time,Job vacancies,2915.0,B
3846449,2015-10,Quebec,2016A000224,"Business, finance and administration occupations [1]",Full-time,Job vacancies,5135.0,A
3846452,2015-10,Quebec,2016A000224,"Business, finance and administration occupations [1]",Part-time,Job vacancies,1135.0,C
3855063,2015-10,Quebec,2016A000224,Natural and applied sciences and related occupations [2],Full-time,Job vacancies,4905.0,B
3864503,2015-10,Quebec,2016A000224,Health occupations [3],Full-time,Job vacancies,1735.0,C
3864506,2015-10,Quebec,2016A000224,Health occupations [3],Part-time,Job vacancies,2195.0,C
3870403,2015-10,Quebec,2016A000224,"Occupations in education, law and social, community and government services [4]",Full-time,Job vacancies,1460.0,D
3870406,2015-10,Quebec,2016A000224,"Occupations in education, law and social, community and government services [4]",Part-time,Job vacancies,845.0,B
3876775,2015-10,Quebec,2016A000224,"Occupations in art, culture, recreation and sport [5]",Full-time,Job vacancies,970.0,D
3881967,2015-10,Quebec,2016A000224,Sales and service occupations [6],Full-time,Job vacancies,8380.0,B
3881970,2015-10,Quebec,2016A000224,Sales and service occupations [6],Part-time,Job vacancies,8855.0,B
3891643,2015-10,Quebec,2016A000224,"Trades, transport and equipment operators and related occupations [7]",Full-time,Job vacancies,5590.0,B
3891646,2015-10,Quebec,2016A000224,"Trades, transport and equipment operators and related occupations [7]",Part-time,Job vacancies,1190.0,C
3908871,2015-10,Quebec,2016A000224,Occupations in manufacturing and utilities [9],Full-time,Job vacancies,3240.0,B
3908874,2015-10,Quebec,2016A000224,Occupations in manufacturing and utilities [9],Part-time,Job vacancies,195.0,D
3919609,2015-10,Ontario,2016A000235,Management occupations [0],Full-time,Job vacancies,9865.0,B
3919612,2015-10,Ontario,2016A000235,Management occupations [0],Part-time,Job vacancies,520.0,D
3928105,2015-10,Ontario,2016A000235,"Business, finance and administration occupations [1]",Full-time,Job vacancies,13790.0,A
3928108,2015-10,Ontario,2016A000235,"Business, finance and administration occupations [1]",Part-time,Job vacancies,3210.0,C
3936719,2015-10,Ontario,2016A000235,Natural and applied sciences and related occupations [2],Full-time,Job vacancies,10470.0,B
3946159,2015-10,Ontario,2016A000235,Health occupations [3],Full-time,Job vacancies,2680.0,C
3946162,2015-10,Ontario,2016A000235,Health occupations [3],Part-time,Job vacancies,4280.0,B
3952059,2015-10,Ontario,2016A000235,"Occupations in education, law and social, community and government services [4]",Full-time,Job vacancies,3880.0,B
3952062,2015-10,Ontario,2016A000235,"Occupations in education, law and social, community and government services [4]",Part-time,Job vacancies,3890.0,C
3958431,2015-10,Ontario,2016A000235,"Occupations in art, culture, recreation and sport [5]",Full-time,Job vacancies,1615.0,C
3958434,2015-10,Ontario,2016A000235,"Occupations in art, culture, recreation and sport [5]",Part-time,Job vacancies,1280.0,D
3963623,2015-10,Ontario,2016A000235,Sales and service occupations [6],Full-time,Job vacancies,20800.0,B
3963626,2015-10,Ontario,2016A000235,Sales and service occupations [6],Part-time,Job vacancies,35375.0,B
3973299,2015-10,Ontario,2016A000235,"Trades, transport and equipment operators and related occupations [7]",Full-time,Job vacancies,17195.0,B
3973302,2015-10,Ontario,2016A000235,"Trades, transport and equipment operators and related occupations [7]",Part-time,Job vacancies,3575.0,C
3985925,2015-10,Ontario,2016A000235,"Natural resources, agriculture and related production occupations [8]",Full-time,Job vacancies,3590.0,D
3990527,2015-10,Ontario,2016A000235,Occupations in manufacturing and utilities [9],Full-time,Job vacancies,8580.0,B
4001265,2015-10,Manitoba,2016A000246,Management occupations [0],Full-time,Job vacancies,620.0,C
4009761,2015-10,Manitoba,2016A000246,"Business, finance and administration occupations [1]",Full-time,Job vacancies,890.0,B
4018375,2015-10,Manitoba,2016A000246,Natural and applied sciences and related occupations [2],Full-time,Job vacancies,275.0,C
4027815,2015-10,Manitoba,2016A000246,Health occupations [3],Full-time,Job vacancies,745.0,D
4027818,2015-10,Manitoba,2016A000246,Health occupations [3],Part-time,Job vacancies,825.0,D
4033715,2015-10,Manitoba,2016A000246,"Occupations in education, law and social, community and government services [4]",Full-time,Job vacancies,410.0,D
4033718,2015-10,Manitoba,2016A000246,"Occupations in education, law and social, community and government services [4]",Part-time,Job vacancies,695.0,D
4040090,2015-10,Manitoba,2016A000246,"Occupations in art, culture, recreation and sport [5]",Part-time,Job vacancies,30.0,D
4045279,2015-10,Manitoba,2016A000246,Sales and service occupations [6],Full-time,Job vacancies,1555.0,C
4045282,2015-10,Manitoba,2016A000246,Sales and service occupations [6],Part-time,Job vacancies,1795.0,C
4054955,2015-10,Manitoba,2016A000246,"Trades, transport and equipment operators and related occupations [7]",Full-time,Job vacancies,1770.0,C
4054958,2015-10,Manitoba,2016A000246,"Trades, transport and equipment operators and related occupations [7]",Part-time,Job vacancies,130.0,D
4072183,2015-10,Manitoba,2016A000246,Occupations in manufacturing and utilities [9],Full-time,Job vacancies,420.0,C
4082921,2015-10,Saskatchewan,2016A000247,Management occupations [0],Full-time,Job vacancies,595.0,D
4091417,2015-10,Saskatchewan,2016A000247,"Business, finance and administration occupations [1]",Full-time,Job vacancies,585.0,B
4100031,2015-10,Saskatchewan,2016A000247,Natural and applied sciences and related occupations [2],Full-time,Job vacancies,380.0,C
4109471,2015-10,Saskatchewan,2016A000247,Health occupations [3],Full-time,Job vacancies,295.0,C
4109474,2015-10,Saskatchewan,2016A000247,Health occupations [3],Part-time,Job vacancies,295.0,C
4115371,2015-10,Saskatchewan,2016A000247,"Occupations in education, law and social, community and government services [4]",Full-time,Job vacancies,270.0,C
4121746,2015-10,Saskatchewan,2016A000247,"Occupations in art, culture, recreation and sport [5]",Part-time,Job vacancies,30.0,D
4126935,2015-10,Saskatchewan,2016A000247,Sales and service occupations [6],Full-time,Job vacancies,2255.0,C
4126938,2015-10,Saskatchewan,2016A000247,Sales and service occupations [6],Part-time,Job vacancies,3010.0,D
4136611,2015-10,Saskatchewan,2016A000247,"Trades, transport and equipment operators and related occupations [7]",Full-time,Job vacancies,1310.0,B
